customer_id,first_name,last_name,email,phone,registration_date,country,age,status
CUST_0045,John,Davis,customer45@email.com,+1-555-736-2638,2020-05-28,USA,77.0,Suspended
CUST_0046,David,Williams,customer46@email.com,,2022-11-02,UK,31.0,Active
CUST_0047,Lisa,Jones,customer47@email.com,+1-555-261-8179,2021-05-15,France,74.0,Suspended
CUST_0048,Chris,Smith,customer48@email.com,+1-555-783-5905,2023-06-06,Australia,37.0,Active
CUST_0049,David,Johnson,customer49@email.com,+1-555-209-3546,2020-10-02,UK,78.0,Inactive
CUST_0050,Lisa,Brown,customer50@email.com,+1-555-803-5325,2021-03-07,France,56.0,Inactive
CUST_0051,Jane,Miller,,+1-555-949-5533,2020-04-14,USA,34.0,Active
CUST_0052,David,Williams,customer52@email.com,+1-555-859-8239,2020-09-24,France,39.0,Suspended
CUST_0053,John,Johnson,customer53@email.com,+1-555-177-3442,2023-02-22,France,45.0,Active
CUST_0054,Anna,Williams,customer54@email.com,+1-555-540-3088,2022-01-26,USA,71.0,Inactive
CUST_0055,Lisa,Brown,customer55@email.com,+1-555-798-5088,2020-03-22,Australia,41.0,Active
CUST_0056,Tom,Williams,customer56@email.com,+1-555-342-3662,2023-02-20,Canada,40.0,Inactive
CUST_0057,Lisa,Miller,customer57@email.com,+1-555-921-5065,2021-01-02,UK,19.0,Active
CUST_0058,Jane,Miller,customer58@email.com,+1-555-993-1634,2023-12-07,Germany,68.0,Active
CUST_0059,Lisa,Jones,customer59@email.com,+1-555-940-4728,2022-07-31,Canada,30.0,Active
CUST_0060,Tom,Garcia,customer60@email.com,+1-555-385-2137,2021-01-30,UK,60.0,Inactive
CUST_0061,Chris,Garcia,customer61@email.com,,2025-08-19,USA,,Active
CUST_0062,Mike,Jones,customer62@email.com,+1-555-139-2776,2021-06-18,France,74.0,Inactive
CUST_0063,Tom,Johnson,customer63@email.com,+1-555-494-4114,2021-10-04,UK,40.0,Active
CUST_0064,John,Brown,customer64@email.com,+1-555-472-8066,2022-06-12,USA,63.0,Suspended
CUST_0065,Anna,Garcia,customer65@email.com,+1-555-779-3041,2021-11-07,Australia,76.0,Inactive
CUST_0066,Tom,Garcia,customer66@email.com,+1-555-512-5844,2021-09-25,France,50.0,Active
CUST_0067,Tom,Williams,customer67@email.com,+1-555-730-5930,2022-05-11,Germany,30.0,Suspended
CUST_0068,David,Jones,customer68@email.com,+1-555-315-8043,2020-01-01,France,71.0,Suspended
CUST_0069,Emma,Davis,customer69@email.com,+1-555-552-4501,2021-10-21,France,59.0,Inactive
CUST_0070,Jane,Jones,customer70@email.com,+1-555-627-6491,2020-12-13,USA,68.0,Active
CUST_0071,Sarah,Brown,customer71@email.com,+1-555-250-1400,2021-09-27,USA,61.0,Active
CUST_0072,Anna,Johnson,customer72@email.com,+1-555-566-7790,2022-08-31,Australia,80.0,Suspended
CUST_0073,Tom,Davis,customer73@email.com,+1-555-509-4997,2023-11-27,Canada,30.0,Suspended
CUST_0074,Jane,Miller,customer74@email.com,+1-555-324-3881,2020-01-12,Australia,62.0,Suspended
CUST_0075,Chris,Brown,customer75@email.com,+1-555-968-2988,2020-04-12,Germany,47.0,Active
CUST_0076,Chris,Garcia,,,2022-08-09,Germany,69.0,Suspended
CUST_0077,Tom,Davis,customer77@email.com,+1-555-262-8777,2022-10-30,Germany,70.0,Inactive
CUST_0078,David,Davis,customer78@email.com,+1-555-741-4919,2021-05-21,UK,66.0,Inactive
CUST_0079,Sarah,Jones,customer79@email.com,+1-555-443-6238,2021-08-08,France,22.0,Active
CUST_0080,Sarah,Miller,customer80@email.com,+1-555-810-3503,2020-11-04,Australia,26.0,Active
CUST_0081,Tom,Garcia,customer81@email.com,+1-555-655-8633,2022-04-29,Germany,,UNKNOWN
CUST_0082,Tom,Miller,customer82@email.com,+1-555-888-1320,2021-02-27,France,21.0,Inactive
CUST_0083,Lisa,Jones,customer83@email.com,+1-555-871-7389,2020-01-13,Germany,48.0,Suspended
CUST_0084,Anna,Brown,customer84@email.com,+1-555-599-4595,2023-01-23,UK,65.0,Inactive
CUST_0085,Tom,Garcia,customer85@email.com,+1-555-784-7624,2020-02-29,Australia,49.0,Active
CUST_0086,Mike,Smith,customer86@email.com,+1-555-503-1444,2022-08-15,USA,71.0,Suspended
CUST_0087,Emma,Williams,customer87@email.com,+1-555-151-5262,2020-10-04,Germany,45.0,Inactive
CUST_0088,Lisa,Garcia,customer88@email.com,+1-555-879-7211,2022-07-20,UK,31.0,Inactive
CUST_0089,Emma,Smith,customer89@email.com,+1-555-867-9837,2020-06-16,USA,34.0,Inactive
CUST_0090,Jane,Smith,customer90@email.com,+1-555-872-1508,2023-08-24,Canada,32.0,Active
CUST_0091,Mike,Brown,customer91@email.com,,2025-08-26,Canada,71.0,Inactive
CUST_0092,Anna,Brown,customer92@email.com,+1-555-576-5198,2020-08-22,UK,60.0,Active
CUST_0093,Jane,Williams,customer93@email.com,+1-555-418-2771,2023-05-28,France,56.0,Active
CUST_0094,Anna,Miller,customer94@email.com,+1-555-506-4249,2021-09-30,USA,77.0,Suspended
CUST_0095,Sarah,Johnson,customer95@email.com,+1-555-813-5941,2023-07-08,Australia,62.0,Suspended
CUST_0096,Anna,Smith,customer96@email.com,+1-555-455-9728,2020-09-04,Germany,69.0,Suspended
CUST_0097,Chris,Garcia,customer97@email.com,+1-555-112-7882,2020-05-21,Germany,41.0,Active
CUST_0098,Emma,Williams,customer98@email.com,+1-555-545-3885,2022-01-11,Australia,45.0,Suspended
CUST_0099,David,Davis,customer99@email.com,+1-555-576-8136,2023-08-25,Australia,79.0,Suspended
CUST_0100,Sarah,Johnson,customer100@email.com,+1-555-385-8385,2021-10-22,Canada,35.0,Inactive
CUST_0101,Tom,Garcia,,+1-555-129-9098,2023-06-03,UK,,Active
CUST_0102,Lisa,Jones,customer102@email.com,+1-555-448-5581,2021-03-10,France,49.0,Suspended
CUST_0103,Chris,Smith,customer103@email.com,+1-555-629-4130,2021-07-19,USA,74.0,Active
CUST_0104,Emma,Brown,customer104@email.com,+1-555-807-8800,2022-04-12,Australia,64.0,Suspended
CUST_0105,John,Johnson,customer105@email.com,+1-555-401-4630,2022-07-06,Germany,49.0,Suspended
CUST_0106,Anna,Garcia,customer106@email.com,,2021-09-19,Germany,33.0,Suspended
CUST_0107,Tom,Garcia,customer107@email.com,+1-555-460-8434,2021-12-05,UK,51.0,Inactive
CUST_0108,Jane,Brown,customer108@email.com,+1-555-423-2958,2021-04-17,Australia,34.0,Suspended
CUST_0109,Mike,Brown,customer109@email.com,+1-555-321-8933,2023-11-14,UK,78.0,Suspended
CUST_0110,Anna,Jones,customer110@email.com,+1-555-202-4180,2022-12-10,UK,55.0,Active
CUST_0111,David,Smith,customer111@email.com,+1-555-825-9751,2021-01-02,Canada,41.0,Inactive
CUST_0112,Chris,Jones,customer112@email.com,+1-555-814-3068,2020-04-21,Australia,20.0,Inactive
CUST_0113,Anna,Jones,customer113@email.com,+1-555-580-8843,2020-01-26,Germany,24.0,Inactive
CUST_0114,David,Davis,customer114@email.com,+1-555-216-2070,2020-04-15,Germany,29.0,Inactive
CUST_0115,John,Williams,customer115@email.com,+1-555-252-5978,2023-03-27,USA,22.0,Active
CUST_0116,Tom,Brown,customer116@email.com,+1-555-894-9561,2023-02-16,Germany,25.0,Inactive
CUST_0117,David,Miller,customer117@email.com,+1-555-412-1986,2022-06-25,France,76.0,Suspended
CUST_0118,Sarah,Jones,customer118@email.com,+1-555-776-2330,2021-03-01,Canada,24.0,Active
CUST_0119,Jane,Williams,customer119@email.com,+1-555-102-7693,2023-02-04,Germany,29.0,Suspended
CUST_0120,David,Smith,customer120@email.com,+1-555-337-5720,2022-08-20,Australia,56.0,Inactive
CUST_0121,Sarah,Jones,customer121@email.com,,2025-08-09,Australia,,UNKNOWN
CUST_0122,Sarah,Miller,customer122@email.com,+1-555-217-9922,2023-09-16,Canada,55.0,Suspended
CUST_0123,Mike,Johnson,customer123@email.com,+1-555-161-3718,2021-06-28,UK,27.0,Suspended
CUST_0124,David,Davis,customer124@email.com,+1-555-227-8679,2023-03-11,Australia,65.0,Inactive
CUST_0125,David,Davis,customer125@email.com,+1-555-548-2317,2022-04-04,France,62.0,Active
CUST_0126,Lisa,Jones,,+1-555-126-2496,2022-06-03,Canada,74.0,Suspended
CUST_0127,Anna,Smith,customer127@email.com,+1-555-883-5415,2023-03-24,France,71.0,Active
CUST_0128,Emma,Davis,customer128@email.com,+1-555-384-3973,2020-12-24,France,66.0,Inactive
CUST_0129,Jane,Davis,customer129@email.com,+1-555-456-7690,2022-10-04,UK,58.0,Inactive
CUST_0130,Mike,Garcia,customer130@email.com,+1-555-521-9117,2020-08-02,UK,60.0,Suspended
CUST_0131,Chris,Smith,customer131@email.com,+1-555-565-2442,2022-03-31,UK,78.0,Inactive
CUST_0132,Tom,Smith,customer132@email.com,+1-555-773-9889,2020-08-25,Germany,38.0,Inactive
CUST_0133,Chris,Garcia,customer133@email.com,+1-555-737-9167,2021-01-19,Australia,21.0,Inactive
CUST_0134,Sarah,Jones,customer134@email.com,+1-555-662-3146,2020-04-15,UK,66.0,Inactive
CUST_0135,Emma,Johnson,customer135@email.com,+1-555-129-4920,2023-12-01,Australia,74.0,Active
CUST_0136,John,Miller,customer136@email.com,,2023-02-02,USA,37.0,Active
CUST_0137,Emma,Johnson,customer137@email.com,+1-555-763-3522,2020-08-20,Germany,71.0,Suspended
CUST_0138,David,Miller,customer138@email.com,+1-555-954-8905,2022-11-08,Germany,36.0,Active
CUST_0139,Mike,Miller,customer139@email.com,+1-555-295-9327,2023-02-02,Australia,47.0,Active
CUST_0140,David,Miller,customer140@email.com,+1-555-448-9318,2020-05-22,UK,73.0,Active
CUST_0141,Anna,Davis,customer141@email.com,+1-555-986-3434,2021-09-03,Germany,,Suspended
CUST_0142,Lisa,Miller,customer142@email.com,+1-555-566-6272,2021-12-07,Canada,48.0,Suspended
CUST_0143,Tom,Brown,customer143@email.com,+1-555-976-7730,2023-03-17,USA,33.0,Inactive
CUST_0144,Tom,Miller,customer144@email.com,+1-555-779-3492,2022-08-26,Germany,65.0,Active
CUST_0145,Anna,Garcia,customer145@email.com,+1-555-990-2644,2022-10-25,Germany,26.0,Active
CUST_0146,John,Williams,customer146@email.com,+1-555-519-3529,2022-07-24,USA,51.0,Inactive
CUST_0147,Lisa,Miller,customer147@email.com,+1-555-765-2315,2021-06-26,UK,68.0,Suspended
CUST_0148,Tom,Garcia,customer148@email.com,+1-555-741-8994,2022-12-28,France,72.0,Active
CUST_0149,Sarah,Jones,customer149@email.com,+1-555-332-2480,2020-05-20,Germany,57.0,Active
CUST_0150,Jane,Davis,customer150@email.com,+1-555-270-5906,2023-07-21,USA,66.0,Active
CUST_0151,Lisa,Garcia,,,2025-08-16,Germany,38.0,Active
CUST_0152,Tom,Williams,customer152@email.com,+1-555-274-3868,2022-12-23,USA,33.0,Suspended
CUST_0153,Anna,Brown,customer153@email.com,+1-555-609-3344,2022-02-22,Canada,73.0,Inactive
CUST_0154,Emma,Jones,customer154@email.com,+1-555-782-1153,2021-06-04,Germany,58.0,Inactive
CUST_0155,Mike,Johnson,customer155@email.com,+1-555-552-6661,2023-01-24,France,61.0,Inactive
CUST_0156,David,Davis,customer156@email.com,+1-555-965-5949,2022-05-18,Canada,58.0,Inactive
CUST_0157,Jane,Brown,customer157@email.com,+1-555-490-6881,2022-09-16,France,72.0,Inactive
CUST_0158,John,Miller,customer158@email.com,+1-555-381-1132,2021-08-27,France,62.0,Suspended
CUST_0159,Anna,Davis,customer159@email.com,+1-555-952-5689,2020-04-10,Canada,67.0,Suspended
CUST_0160,Sarah,Brown,customer160@email.com,+1-555-735-5106,2021-12-22,Australia,69.0,Suspended
CUST_0161,Mike,Johnson,customer161@email.com,+1-555-742-1645,2023-09-12,UK,,UNKNOWN
CUST_0162,John,Garcia,customer162@email.com,+1-555-849-3153,2022-06-21,USA,68.0,Inactive
CUST_0163,Mike,Brown,customer163@email.com,+1-555-235-9837,2022-04-30,UK,38.0,Suspended
CUST_0164,Mike,Jones,customer164@email.com,+1-555-944-8894,2021-07-12,UK,50.0,Suspended
CUST_0165,Jane,Davis,customer165@email.com,+1-555-177-3306,2021-11-24,Canada,73.0,Suspended
CUST_0166,Tom,Garcia,customer166@email.com,,2023-10-13,USA,64.0,Inactive
CUST_0167,Chris,Johnson,customer167@email.com,+1-555-565-7038,2021-06-25,Australia,18.0,Suspended
CUST_0168,Anna,Miller,customer168@email.com,+1-555-942-7086,2021-06-20,USA,61.0,Suspended
CUST_0169,John,Garcia,customer169@email.com,+1-555-724-4626,2022-08-23,Australia,32.0,Active
CUST_0170,David,Miller,customer170@email.com,+1-555-219-3290,2022-08-08,USA,58.0,Active
CUST_0171,Jane,Johnson,customer171@email.com,+1-555-340-9807,2022-10-05,Canada,37.0,Inactive
CUST_0172,Chris,Miller,customer172@email.com,+1-555-701-3531,2022-01-29,Germany,47.0,Suspended
CUST_0173,Anna,Miller,customer173@email.com,+1-555-386-1536,2022-09-29,Australia,24.0,Inactive
CUST_0174,Emma,Brown,customer174@email.com,+1-555-975-6942,2022-06-27,USA,31.0,Suspended
CUST_0175,Lisa,Smith,customer175@email.com,+1-555-507-5520,2023-01-20,Canada,41.0,Active
CUST_0176,Jane,Brown,,+1-555-757-1349,2022-07-20,USA,78.0,Inactive
CUST_0177,Anna,Brown,customer177@email.com,+1-555-170-4394,2020-09-14,France,33.0,Active
CUST_0178,Lisa,Williams,customer178@email.com,+1-555-907-1046,2021-04-22,UK,70.0,Active
CUST_0179,David,Williams,customer179@email.com,+1-555-212-1422,2023-01-11,Canada,26.0,Active
CUST_0180,Anna,Garcia,customer180@email.com,+1-555-116-3854,2021-05-02,UK,40.0,Active
CUST_0181,Jane,Johnson,customer181@email.com,,2025-08-23,Germany,,Inactive
CUST_0182,Chris,Johnson,customer182@email.com,+1-555-562-9254,2022-01-11,Canada,67.0,Suspended
CUST_0183,Chris,Jones,customer183@email.com,+1-555-569-1510,2023-09-11,USA,20.0,Inactive
CUST_0184,Tom,Johnson,customer184@email.com,+1-555-602-8267,2022-04-02,USA,72.0,Active
CUST_0185,Mike,Johnson,customer185@email.com,+1-555-229-5505,2023-05-30,France,38.0,Suspended
CUST_0186,Lisa,Miller,customer186@email.com,+1-555-711-9692,2023-01-28,UK,55.0,Inactive
CUST_0187,Tom,Johnson,customer187@email.com,+1-555-912-2874,2023-05-24,Australia,50.0,Suspended
CUST_0188,Sarah,Miller,customer188@email.com,+1-555-562-4743,2023-02-03,Germany,74.0,Inactive
CUST_0189,Tom,Miller,customer189@email.com,+1-555-847-2557,2022-07-17,UK,70.0,Inactive
CUST_0190,David,Garcia,customer190@email.com,+1-555-256-8770,2023-09-24,USA,38.0,Active
CUST_0191,Jane,Miller,customer191@email.com,+1-555-198-7105,2020-06-23,Canada,71.0,Suspended
CUST_0192,Chris,Garcia,customer192@email.com,+1-555-786-3002,2023-04-16,Germany,21.0,Inactive
CUST_0193,Tom,Smith,customer193@email.com,+1-555-394-6119,2023-09-24,UK,73.0,Active
CUST_0194,Sarah,Williams,customer194@email.com,+1-555-772-8900,2022-11-05,Canada,54.0,Active
CUST_0195,Lisa,Johnson,customer195@email.com,+1-555-880-5564,2023-02-13,France,40.0,Active
CUST_0196,Chris,Smith,customer196@email.com,,2022-05-28,France,69.0,Suspended
CUST_0197,David,Smith,customer197@email.com,+1-555-284-5477,2023-11-21,Australia,71.0,Inactive
CUST_0198,Lisa,Smith,customer198@email.com,+1-555-285-3347,2021-11-26,France,76.0,Suspended
CUST_0199,Mike,Smith,customer199@email.com,+1-555-193-9691,2020-05-22,Canada,43.0,Inactive
CUST_0200,Lisa,Williams,customer200@email.com,+1-555-478-6105,2022-07-18,Australia,44.0,Inactive
CUST_0201,Anna,Johnson,,+1-555-153-3549,2023-03-08,Canada,,UNKNOWN
CUST_0202,John,Johnson,customer202@email.com,+1-555-378-8259,2023-06-19,Australia,66.0,Inactive
CUST_0203,Emma,Miller,customer203@email.com,+1-555-379-4531,2023-05-28,France,49.0,Active
CUST_0204,Jane,Jones,customer204@email.com,+1-555-794-8972,2022-05-30,France,40.0,Suspended
CUST_0205,Sarah,Miller,customer205@email.com,+1-555-713-1897,2020-04-03,USA,37.0,Active
CUST_0206,Mike,Jones,customer206@email.com,+1-555-396-6375,2021-03-08,USA,37.0,Active
CUST_0207,Mike,Williams,customer207@email.com,+1-555-489-9725,2022-05-31,Australia,49.0,Active
CUST_0208,Lisa,Johnson,customer208@email.com,+1-555-506-1693,2023-02-18,Germany,50.0,Active
CUST_0209,Lisa,Miller,customer209@email.com,+1-555-687-7626,2020-06-08,Australia,47.0,Suspended
CUST_0210,Jane,Miller,customer210@email.com,+1-555-121-6321,2021-08-15,Canada,44.0,Suspended
CUST_0211,Lisa,Johnson,customer211@email.com,,2025-09-05,Germany,47.0,Active
CUST_0212,Anna,Miller,customer212@email.com,+1-555-636-2288,2022-06-11,Germany,33.0,Inactive
CUST_0213,Sarah,Garcia,customer213@email.com,+1-555-897-3754,2021-11-26,USA,65.0,Suspended
CUST_0214,Chris,Brown,customer214@email.com,+1-555-894-6724,2020-08-21,UK,58.0,Suspended
CUST_0215,Mike,Brown,customer215@email.com,+1-555-205-3399,2023-08-14,UK,79.0,Active
CUST_0216,Mike,Johnson,customer216@email.com,+1-555-281-9095,2023-05-18,Germany,29.0,Suspended
CUST_0217,Emma,Garcia,customer217@email.com,+1-555-984-6179,2023-04-01,Canada,66.0,Inactive
CUST_0218,Emma,Jones,customer218@email.com,+1-555-915-5500,2022-08-18,France,22.0,Active
CUST_0219,Jane,Jones,customer219@email.com,+1-555-572-8404,2022-11-05,USA,40.0,Active
CUST_0220,Jane,Johnson,customer220@email.com,+1-555-729-9307,2021-08-10,Germany,41.0,Inactive
CUST_0221,John,Davis,customer221@email.com,+1-555-929-4084,2023-02-09,UK,,Suspended
CUST_0222,Mike,Smith,customer222@email.com,+1-555-561-2695,2022-10-23,UK,48.0,Suspended
CUST_0223,Mike,Smith,customer223@email.com,+1-555-353-8172,2022-10-30,Germany,23.0,Suspended
CUST_0224,Mike,Garcia,customer224@email.com,+1-555-481-5634,2023-06-02,Germany,51.0,Inactive
CUST_0225,Anna,Smith,customer225@email.com,+1-555-908-6482,2021-11-23,USA,67.0,Inactive
CUST_0226,Tom,Jones,,,2023-02-16,UK,24.0,Suspended
CUST_0227,Anna,Williams,customer227@email.com,+1-555-441-2335,2023-09-06,France,72.0,Suspended
CUST_0228,David,Miller,customer228@email.com,+1-555-232-2388,2021-12-17,UK,27.0,Suspended
CUST_0229,Lisa,Williams,customer229@email.com,+1-555-786-9624,2023-08-10,USA,42.0,Suspended
CUST_0230,Chris,Garcia,customer230@email.com,+1-555-118-6940,2022-05-17,UK,60.0,Active
CUST_0231,Lisa,Davis,customer231@email.com,+1-555-296-4711,2021-03-14,Canada,78.0,Active
CUST_0232,Jane,Smith,customer232@email.com,+1-555-777-6517,2021-08-28,France,22.0,Active
CUST_0233,Mike,Williams,customer233@email.com,+1-555-285-3712,2022-02-10,Australia,56.0,Inactive
CUST_0234,Lisa,Brown,customer234@email.com,+1-555-554-5668,2022-04-21,Australia,20.0,Inactive
CUST_0235,Sarah,Jones,customer235@email.com,+1-555-928-8684,2022-12-29,Canada,32.0,Inactive
CUST_0236,Emma,Davis,customer236@email.com,+1-555-887-5616,2023-03-14,Germany,61.0,Suspended
CUST_0237,Mike,Brown,customer237@email.com,+1-555-920-3267,2022-05-07,UK,51.0,Active
CUST_0238,Lisa,Johnson,customer238@email.com,+1-555-828-9452,2022-09-11,USA,59.0,Inactive
CUST_0239,David,Davis,customer239@email.com,+1-555-625-3414,2020-11-24,Germany,23.0,Active
CUST_0240,Emma,Garcia,customer240@email.com,+1-555-127-7797,2021-03-30,USA,78.0,Inactive
CUST_0241,Tom,Johnson,customer241@email.com,,2025-08-14,UK,,UNKNOWN
CUST_0242,Lisa,Johnson,customer242@email.com,+1-555-959-6493,2020-02-27,Canada,32.0,Active
CUST_0243,Emma,Williams,customer243@email.com,+1-555-877-8685,2021-08-10,Germany,20.0,Suspended
CUST_0244,John,Jones,customer244@email.com,+1-555-320-3449,2020-06-11,France,18.0,Suspended
CUST_0245,Tom,Johnson,customer245@email.com,+1-555-894-5720,2022-12-16,Canada,56.0,Inactive
CUST_0246,Sarah,Miller,customer246@email.com,+1-555-754-8489,2020-04-07,USA,25.0,Active
CUST_0247,Anna,Smith,customer247@email.com,+1-555-747-9443,2022-10-20,France,71.0,Active
CUST_0248,David,Miller,customer248@email.com,+1-555-101-6780,2020-10-21,Canada,63.0,Suspended
CUST_0249,Jane,Garcia,customer249@email.com,+1-555-169-9618,2021-01-18,France,44.0,Suspended
CUST_0250,Chris,Smith,customer250@email.com,+1-555-499-8702,2022-11-05,USA,68.0,Suspended
CUST_0251,David,Smith,,+1-555-465-2106,2022-02-03,UK,42.0,Active
CUST_0252,Jane,Garcia,customer252@email.com,+1-555-236-1726,2023-09-07,UK,64.0,Suspended
CUST_0253,Mike,Davis,customer253@email.com,+1-555-812-8840,2023-08-09,Australia,39.0,Active
CUST_0254,Jane,Davis,customer254@email.com,+1-555-137-5807,2020-10-03,Canada,69.0,Active
CUST_0255,John,Garcia,customer255@email.com,+1-555-417-9444,2021-02-12,Germany,68.0,Suspended
CUST_0256,John,Brown,customer256@email.com,,2021-06-02,UK,48.0,Inactive
CUST_0257,Lisa,Jones,customer257@email.com,+1-555-227-7029,2020-04-07,Germany,73.0,Inactive
CUST_0258,Tom,Garcia,customer258@email.com,+1-555-291-9129,2022-06-19,Australia,65.0,Inactive
CUST_0259,David,Johnson,customer259@email.com,+1-555-844-7955,2022-11-29,USA,41.0,Inactive
CUST_0260,Chris,Jones,customer260@email.com,+1-555-428-2680,2021-01-04,USA,56.0,Inactive
CUST_0261,David,Davis,customer261@email.com,+1-555-717-7981,2021-08-28,Canada,,Suspended
CUST_0262,Emma,Smith,customer262@email.com,+1-555-844-6776,2021-12-20,France,46.0,Inactive
CUST_0263,John,Johnson,customer263@email.com,+1-555-787-7655,2023-08-02,UK,35.0,Suspended
CUST_0264,Mike,Smith,customer264@email.com,+1-555-246-8179,2023-10-23,USA,69.0,Active
CUST_0265,Lisa,Garcia,customer265@email.com,+1-555-492-1530,2021-04-28,France,22.0,Active
CUST_0266,Lisa,Garcia,customer266@email.com,+1-555-554-2259,2022-07-10,France,61.0,Active
CUST_0267,Tom,Garcia,customer267@email.com,+1-555-765-5566,2022-01-21,Canada,51.0,Active
CUST_0268,Emma,Miller,customer268@email.com,+1-555-675-2929,2021-01-16,UK,19.0,Inactive
CUST_0269,Sarah,Jones,customer269@email.com,+1-555-810-9047,2022-07-02,Canada,63.0,Active
CUST_0270,Emma,Williams,customer270@email.com,+1-555-830-8292,2020-05-31,USA,26.0,Suspended
CUST_0271,Lisa,Johnson,customer271@email.com,,2025-08-28,France,79.0,Suspended
CUST_0272,Mike,Williams,customer272@email.com,+1-555-912-6922,2021-09-06,France,36.0,Active
CUST_0273,Mike,Brown,customer273@email.com,+1-555-909-9094,2021-02-15,USA,25.0,Inactive
CUST_0274,Lisa,Davis,customer274@email.com,+1-555-922-3126,2023-03-18,France,53.0,Active
